ra,dec,e1,e2,w,z_src
213.779087593,0.219198075024,0.3658,-0.1201,11.9299,0.32
210.24961163,-2.7731639261,-0.0983,0.1682,2.5,0.73
220.837274374,-1.86650165544,-0.0185,-0.5846,10.184,1.2
216.696021503,1.49550036153,0.1819,-0.3287,13.8963,0.57
221.734566052,0.515601438069,-0.4819,0.0192,15.0503,0.45
217.023702604,2.20451862873,0.2418,-0.0201,4.6447,1.0
221.077389109,2.02374978004,-0.124,-0.144,12.7724,0.78
211.410119623,1.00883274482,-0.508,-0.3058,7.2702,0.3
215.098099879,-0.071931922898,0.0178,0.0613,6.6223,0.27
214.769742843,-2.50279587367,0.2842,0.1653,13.2545,0.74
214.74591507,1.40207565595,0.6208,0.0801,15.3217,0.49
216.155904208,1.39785923439,-0.3592,-0.0309,12.7958,0.79
214.964139564,-0.254836663534,0.5158,0.4537,0.6186,0.31
220.640978141,-1.5470512296,0.3431,-0.0977,14.8265,0.65
221.035858866,-0.753939392716,0.2297,-0.5133,0.8859,0.15
211.077041197,-1.25775358372,0.0329,0.1636,12.6369,0.29
219.303614009,1.63830198049,-0.1177,-0.0171,6.3171,0.78
222.756962104,0.477922518354,-0.3372,-0.1655,14.0444,0.65
217.978928524,-1.99100162576,0.1955,0.0204,13.9318,0.78
219.619222023,-1.63740000265,-0.0354,0.1353,4.0229,0.18
211.612611884,1.06414994595,0.1699,0.0633,10.8576,0.63
224.967442404,-2.36396470899,-0.3741,-0.4867,2.012,0.3
224.331241167,1.45439707535,0.1184,-0.281,11.3767,0.69
217.904715497,-1.07433399376,0.2822,0.0697,0.2236,0.21
219.573748985,-0.606975394984,-0.2893,-0.1594,1.2043,0.67
214.771173792,2.15398693651,0.28,-0.12,15.563,0.33
212.086927831,-0.512360534345,-0.1554,-0.3632,14.7218,0.22
211.121841446,-1.49337426116,0.1889,-0.1073,5.5376,0.19
214.736859341,1.48236391579,-0.0918,-0.5519,0.7167,0.7
222.084897302,-2.52620200846,0.2528,0.3762,5.4661,0.46
217.849982753,2.5429707219,0.0817,-0.0706,13.2361,0.3
218.205800629,-1.2975694375,0.6388,0.3816,14.0353,0.88
220.799644677,-0.553656364673,-0.4169,0.2496,7.4339,0.74
217.223995031,-0.501659110238,-0.0114,0.2186,6.3861,0.14
222.79385934,2.9197618979,-0.2534,0.2511,14.0621,0.75
222.023683379,1.64759753326,-0.0443,0.2863,4.6622,0.12
215.725630384,-0.252859584767,0.092,0.0251,15.1521,0.63
211.489475571,-2.72162373835,-0.3472,-0.4082,14.93,0.23
220.736716835,-2.73440924072,-0.0413,-0.5047,1.9226,0.38
216.765652965,-1.07589904631,0.0073,0.1627,12.1106,0.24
221.811970072,1.23951345176,0.3197,0.2908,9.4263,0.82
220.187782139,-1.20364008328,0.6617,0.0009,7.4506,0.33
212.515797081,-0.872943323144,-0.4,-0.32,15.563,0.15
223.307762615,-0.08579775818,-0.4268,0.5304,10.823,0.66
216.732661093,1.19295628335,-0.1899,-0.1665,4.3142,0.33
217.121819557,-0.632111530209,-0.6035,-0.1126,15.3558,0.25
224.242005064,-2.55612796059,0.6079,0.3021,13.8654,0.18
222.285612675,1.7318298818,0.0211,0.6807,8.8942,0.87
220.508511581,1.21361872347,-0.497,-0.1885,9.074,0.66
211.195517581,0.870191219669,-0.2262,-0.0425,0.2181,0.39
221.750965401,0.411425451504,-0.5001,-0.5145,12.2574,0.9
210.140691913,-2.76605788179,0.0843,-0.1421,14.0648,0.73
218.8401461,0.752758247024,-0.1182,0.0865,4.751,0.67
213.232928109,1.898808629,0.1084,0.0853,15.3775,0.48
220.670437967,0.061607165523,-0.1609,0.0803,15.0868,0.13
211.656454329,1.17603956908,0.1562,0.3946,8.3667,0.82
215.562519604,2.68178471207,0.4062,-0.1796,15.1329,0.21
217.116032786,2.7057175938,0.1056,-0.5525,14.431,0.95
211.711597079,-0.318545617231,0.5143,0.5341,0.9085,0.76
217.163537335,-0.727976256879,0.2513,-0.2674,0.4726,0.62
218.018768824,0.530416735164,0.5641,0.0615,10.7106,0.46
213.318243984,0.883694089183,-0.2163,0.2335,3.3448,0.54
223.615526354,-2.15042671167,-0.342,-0.2813,0.3026,0.73
224.423906917,-1.50597454525,-0.0878,-0.0819,2.1746,0.9
217.359936681,1.4443998429,-0.193,0.0076,15.4608,0.24
223.331001045,-2.95160487917,-0.1647,-0.0009,6.0503,0.39
224.157616654,-1.86275709495,-0.5296,0.3343,12.473,0.17
210.242330959,2.70736290076,-0.1743,-0.3617,15.271,0.25
215.273690839,0.287208899205,-0.0111,-0.0827,15.4755,0.54
220.012136312,-1.8047159916,-0.161,-0.3015,4.9512,0.6
221.60398031,-1.56987842118,0.3718,-0.647,2.5954,1.06
222.669647635,-2.21006934483,0.0582,0.046,14.1832,0.82
217.220099435,-1.11229822757,0.6169,-0.38,0.5106,0.62
217.739228346,-1.52557219072,-0.2005,0.3767,13.4191,0.46
212.823106978,1.8529954547,-0.3616,-0.1007,15.542,0.44
213.529779967,-0.966799336156,0.0706,0.0786,13.3078,0.76
218.913734546,2.33006631349,0.0211,0.1091,2.0408,0.15
213.587321036,-2.86769620871,0.0333,0.5448,0.7866,0.66
213.562886364,-2.77880103148,0.2638,-0.3208,15.3868,0.42
216.808106413,2.67513727271,0.1251,-0.5798,10.5699,0.86
221.598406867,-2.49865158168,-0.2669,-0.1715,11.846,0.66
221.676251341,-2.54264474876,-0.2086,0.3492,13.2162,0.86
219.905986155,0.285375292816,-0.1767,0.1978,1.426,1.28
216.61099338,2.62981183044,0.5998,0.4144,1.2231,0.57
216.023042274,1.08881473074,-0.079,-0.0655,13.4676,0.42
218.43672721,-2.31056358282,-0.1295,-0.6257,15.0961,0.29
214.490005337,2.3820256318,-0.5543,-0.4006,10.0866,0.1
217.021804936,-0.771777079466,0.0256,-0.5915,3.7016,0.33
213.94863245,0.218986638816,0.3405,0.214,6.5025,0.92
217.4493814,2.06281405438,-0.1387,-0.4637,2.5343,0.39
220.905115567,0.654395086096,0.4526,0.002,15.3384,0.45
217.534112042,2.79203826602,-0.3227,0.6285,9.433,0.39
218.314814921,0.493877328681,-0.1268,0.505,11.8832,0.39
215.172999052,-1.52136382375,0.138,-0.1125,15.4304,0.57
216.083663507,2.7119977204,0.2429,-0.2829,14.0479,0.57
213.735541116,-2.89651256668,0.03,-0.0565,1.8868,0.39
214.823413743,1.7852576292,-0.0071,-0.1395,1.0413,0.33
221.842429143,0.910105702089,-0.2729,0.4632,6.7099,0.39
217.77144306,2.00946670854,-0.079,0.322,12.4312,0.79
212.773611417,-2.44859146047,-0.0522,0.4132,5.6903,0.48
220.834728368,2.12747669621,0.0152,-0.2247,5.7818,0.66
223.941156835,-1.3611728104,0.2592,-0.4108,1.618,0.89
223.97755582,-0.531629347782,0.3427,0.5605,11.4994,0.35
217.202674586,-2.13540299221,0.3916,0.1313,9.6629,0.3
223.647828184,2.17598751523,0.1994,0.2541,0.5141,0.21
211.878740992,1.25589912421,0.0747,-0.0184,13.2362,0.76
222.625385157,0.507775310976,-0.2348,-0.2884,14.8201,0.78
219.689442069,0.37561776788,0.2607,-0.2591,15.3318,0.64
218.320025084,1.79241894235,0.1483,0.4157,3.8716,0.33
220.921245108,1.59058107587,-0.1074,-0.2682,0.3932,0.88
217.231481123,1.1183243544,-0.1349,-0.0634,10.6517,0.46
216.475070308,2.19315354142,-0.2462,0.1529,12.4458,0.29
212.237203568,2.13121305454,0.044,-0.4811,14.864,0.58
213.966108879,0.033749487153,0.3315,0.5789,9.9199,0.86
211.716383566,2.20734773067,-0.3525,0.041,14.7106,0.28
211.786719685,0.606200045664,-0.1965,-0.6529,4.8211,0.11
223.165438565,2.86124878987,-0.4805,-0.2227,10.734,0.71
210.562512718,-2.45529586923,-0.6292,-0.2226,13.587,0.77
220.245142174,-2.22261883188,-0.4355,0.2174,1.6611,0.5
211.909964192,0.563841512238,0.4426,0.107,0.8869,0.48
210.741731093,0.221806396761,-0.3185,-0.0616,9.7971,0.77
212.730118952,-0.448763112334,-0.1471,0.2244,12.5176,0.76
217.34138902,0.970504801167,-0.2965,0.5387,15.3747,0.09
222.350263284,-1.05497311958,-0.0331,0.1086,13.2664,0.76
214.31140846,-2.43789657302,0.3686,-0.4169,10.3965,1.18
210.339669048,2.59703367054,0.4205,-0.2039,2.0495,0.12
220.882582367,2.07473200114,0.4085,0.3914,11.2458,0.14
211.868630919,2.3430793213,0.0297,0.4289,15.5484,0.49
210.975504478,-2.73650046853,0.0712,-0.2435,0.6293,0.12
221.049282085,0.317730082723,0.0926,0.6107,1.8014,1.3
223.546923067,-2.51304075476,0.4089,0.334,3.2607,0.69
219.184858868,-1.96625930789,0.4639,0.3392,1.0871,0.89
217.517087856,-2.50170523661,-0.1491,0.0863,14.8467,0.56
216.345306946,0.614530213925,0.3246,-0.0522,11.8211,0.46
210.751634029,0.021410971237,-0.285,0.1303,6.7472,0.74
217.664667666,2.6054482545,-0.0368,-0.2191,5.4399,0.24
213.050948503,-0.901288669925,-0.3201,-0.4229,14.2373,0.76
212.869062909,-2.91414180188,-0.2884,-0.2837,13.7854,0.21
224.751824403,2.8043745376,-0.3095,-0.542,0.4107,0.78
212.97186182,-0.823318393928,-0.5125,-0.4039,12.8667,0.82
221.385046344,-1.94717518073,0.0618,-0.0787,8.4439,0.88
216.953511742,1.29946442303,0.6068,0.2719,12.8533,0.79
215.243714967,-1.34368261832,-0.1579,-0.0486,14.9507,0.59
219.168779403,1.45925281013,-0.0278,0.0729,14.4269,0.19
221.945977818,0.684651785089,-0.0863,0.0013,8.6189,1.06
217.990038583,-1.10337425794,0.6665,0.0871,9.0581,0.76
212.481478984,0.724010329895,-0.3222,0.3984,13.8179,0.15
212.739404436,0.086287062751,0.5707,0.0428,3.0801,0.48
218.610035198,-1.42180690957,0.3373,-0.0397,12.4823,0.39
211.332242665,1.19293623364,0.4152,0.3053,14.1962,0.54
222.709964121,0.662587544582,-0.2345,-0.1109,5.2996,0.66
215.489502632,0.143739783723,0.1665,-0.5604,11.6334,0.62
213.906026435,2.35555493753,0.1623,-0.1518,14.8848,0.33
212.836829873,-1.56375551312,-0.3521,-0.4323,9.0251,0.38
214.001391648,1.11865560739,-0.4264,0.4587,0.7437,0.69
211.985899291,-1.61895285088,-0.0134,0.5091,15.0157,0.66
218.304296155,-2.92302795416,-0.6043,0.1116,1.9208,1.28
215.576350255,-2.39317852171,0.5008,0.3124,2.7733,0.58
217.965334419,-1.29295642505,0.1729,0.0783,5.9882,0.33
215.783433596,-0.77376407926,0.0664,0.2697,0.2462,0.74
214.678637602,-2.87956826328,0.0468,0.3252,2.2724,0.9
214.394947228,-0.445275435722,-0.0667,-0.3291,13.9519,0.67
213.643420905,0.511585999748,0.344,-0.2407,15.4222,0.14
214.764646071,2.40127106643,0.3305,0.1679,14.9534,0.75
221.131763855,0.248935299652,-0.1659,0.2989,12.0818,0.67
221.086893852,-2.6815234959,0.0454,-0.2687,12.1747,0.26
211.556014841,-1.99011163339,0.0041,0.0939,13.3858,0.25
214.23526641,1.82956742191,0.5496,-0.3398,4.8057,0.11
210.756308866,1.10037423422,-0.439,-0.1381,6.7607,1.29
218.964659555,-1.76339813608,-0.3959,-0.2647,7.6338,1.06
221.048740834,2.75544736432,0.0877,-0.3279,12.1998,0.3
221.616650302,0.280633172664,0.3065,0.5062,14.683,0.39
210.543693761,0.044267252878,0.2912,0.2754,5.3836,1.19
211.745412863,2.35432512578,-0.0049,0.0299,12.7868,0.66
217.581830853,-2.5522776567,-0.481,-0.4532,15.5248,0.47
222.7540894,0.827320792355,-0.1167,-0.4159,6.8117,0.55
212.960546152,1.48154833421,0.5353,0.2688,0.5619,0.35
213.020678572,-1.75212552956,0.1031,-0.0899,14.6314,0.35
211.942983393,0.297113177607,0.0,0.6,15.5629,0.1
219.767248808,0.580621092488,0.3795,-0.4039,15.1305,0.35
220.018428043,0.03452769707,0.6857,0.0168,1.3585,1.3
216.129961148,-0.484923496771,-0.4622,0.5007,11.3673,1.14
212.931260304,-2.44949602434,0.4485,-0.0099,5.8571,0.3
212.324845729,-1.43660116195,-0.6439,-0.0735,14.8134,0.61
223.163722717,-1.07880352783,0.4973,0.3418,14.0472,0.46
217.063712246,-1.291911592,-0.3745,0.2082,0.4484,1.3
212.920162697,-1.66988739338,0.0046,0.0198,4.9899,0.55
220.341861354,-0.690299351893,-0.0192,-0.6462,4.931,1.14
219.049391594,-1.81740289453,-0.3061,0.1476,14.504,0.84
224.626404083,0.041740779571,0.0734,0.0573,15.4256,0.47
211.574913985,-0.543618777444,0.3846,0.0182,15.5556,0.33
211.974751134,-0.446413455586,0.385,-0.2449,15.563,0.3
223.643721716,-2.26747751866,0.1147,-0.5303,3.0868,0.47
221.366167183,0.093666284545,0.1016,0.1202,13.9397,0.13
217.338972915,2.53553168135,0.0281,-0.5765,1.1828,0.76
213.805373458,-1.49153912094,-0.3524,-0.5166,6.4743,0.16
215.536005284,-0.485926091941,0.0879,-0.1011,12.7941,0.65
211.645942062,-2.62290491035,0.2464,-0.0329,0.597,0.54
213.133631029,-0.544643748543,-0.158,0.1602,9.366,1.29
215.468147068,-2.90398517862,0.0169,-0.5272,6.5993,0.71
218.594519785,-1.14646340227,-0.2074,-0.0118,1.4948,0.72
218.038654526,-1.93492907829,-0.3516,-0.2992,0.7787,0.5
220.517466889,-2.93821502772,0.2227,-0.0558,0.3576,0.25
217.202961923,-2.3401090073,0.1353,0.3992,8.734,0.79
216.242292571,-2.24357251062,0.1744,0.0677,10.7715,0.39
224.36803175,-0.539846374642,-0.0451,0.0485,15.0902,0.46
222.530220129,-2.30647422571,-0.1575,0.2143,10.3978,0.17
216.752657845,-0.870113132657,-0.0087,-0.0546,15.424,0.58
213.91578278,1.54047107982,0.2755,0.0113,7.8646,0.57
223.841988662,1.90965619261,-0.0383,-0.2934,15.2939,0.67
214.950118206,0.884958846362,0.0912,-0.0365,14.8982,0.62
217.364323594,0.1922133383,-0.1758,0.6101,1.3838,0.66
220.920698933,1.69645273753,-0.0938,-0.4525,1.2186,0.57
223.691037868,1.22121369921,-0.681,-0.1719,0.9516,0.74
222.17444814,0.572372523173,-0.2601,0.6434,15.5543,0.36
220.751482543,-1.95492963963,-0.0728,-0.7833,0.2342,0.39
219.2752565,0.18667219411,-0.29,-0.5603,11.4046,0.39
218.306579058,-0.861487772473,-0.0459,0.2847,13.8532,0.11
217.553586036,-0.228949542518,0.0867,-0.3952,5.9546,0.88
218.079379747,2.61931164996,0.2448,0.5234,11.4624,1.32
224.612507477,0.920873184209,-0.0021,0.343,14.0937,0.82
220.822654417,0.17488111016,-0.1083,-0.3298,11.2077,0.63
217.093298283,0.7750989063,-0.0602,-0.2097,12.713,0.32
215.790247645,-0.557583184833,-0.1307,0.0598,0.3151,0.48
216.270510732,0.947382210644,0.0334,0.1938,15.2208,0.39
211.630576513,-0.188072392282,0.5634,-0.3444,1.6286,0.48
212.634586498,1.89257629721,-0.0212,0.4025,14.0531,0.66
211.377911393,-1.33280073239,-0.1165,-0.2043,4.0607,0.62
224.421398485,-0.068882532237,-0.1417,-0.0121,14.3903,0.22
220.542439184,2.84408619673,0.4417,-0.1467,11.9753,0.3
223.925126834,1.2993709954,-0.6046,0.4454,14.1387,0.12
221.70908185,-1.87395796488,-0.0533,0.027,15.427,0.56
223.81045999,-1.47144372166,-0.4939,0.1261,4.3471,1.29
220.910604543,-2.25977859885,0.2566,-0.4322,5.7217,0.55
220.371362536,-1.56695941471,-0.2755,0.6037,5.3381,0.99
217.380388691,1.53702899534,-0.2471,-0.2734,4.0747,0.79
224.086184174,0.928022307011,-0.1372,-0.482,4.1112,0.1
215.021124037,-0.498490471633,-0.3564,-0.134,15.0923,0.15
214.508666545,-0.843416379384,-0.2329,-0.0646,11.9255,0.25
210.998405577,0.328254523082,-0.0186,-0.6553,9.127,0.88
214.844215353,-2.63326259089,0.4565,0.1746,15.5444,0.23
220.197085148,-1.34921310383,-0.3598,-0.4801,14.768,0.53
215.173714554,-2.44348843024,-0.0258,0.1794,8.9829,0.39
213.109085711,-1.94524416312,0.1721,-0.3723,14.9574,0.47
221.058110071,-0.901015113968,0.1709,-0.4587,3.7764,0.82
221.825288326,2.54975940098,0.5922,0.0997,6.421,0.21
215.140107496,-2.93779116471,-0.3534,0.0262,4.0859,0.35
214.768846846,-1.91293186433,-0.3952,0.426,2.3261,0.74
215.246704806,-1.97475593735,-0.537,-0.1397,10.5741,0.49
218.249651843,-2.71109436595,0.2399,0.2215,14.3435,0.46
214.580073302,-1.09481751587,-0.202,0.0702,0.7311,0.15
224.766239449,-2.27034534479,-0.3027,-0.5279,2.226,1.3
214.404750127,-1.23493412928,-0.0323,0.0711,14.0149,0.47
218.405638759,-1.23098289748,0.4591,-0.2025,1.3197,0.1
214.207668347,-0.607786106287,-0.0501,0.1013,14.1709,0.78
213.235316767,-1.82119788698,-0.1044,-0.5749,0.9975,1.29
218.330612959,-2.70663010847,0.0652,0.2228,4.0469,0.19
222.94638101,-0.390176292914,-0.2912,0.1138,12.5369,0.88
223.777600459,1.53801679364,0.0601,0.2664,15.5629,0.2
212.571579119,2.26546874343,0.3303,-0.3288,3.451,0.66
212.534446674,-0.103674150546,0.1009,-0.5034,10.6564,0.6
216.147193041,0.833271446533,0.0472,0.2625,5.4755,0.65
212.542662522,-0.041878774716,-0.0964,-0.4094,5.8281,0.63
210.7737735,-1.2677055875,0.0999,0.1722,15.5286,0.57
217.022307218,-2.57296182396,-0.4113,0.3178,3.7723,0.82
217.207568625,2.61294187104,-0.0438,-0.0174,15.3906,0.21
214.252525004,-0.79642711481,0.1235,-0.2221,8.1731,0.86
217.650348515,2.43199185968,0.3588,0.4153,4.4809,0.78
213.30540645,-2.45594416458,-0.0862,0.0791,0.5581,0.17
214.830531839,-1.66303945078,0.3118,-0.4637,0.7629,0.14
222.885662393,0.121208194222,-0.0502,0.0997,8.4345,0.78
216.442239769,-1.37313391855,0.0337,0.3352,10.3228,0.1
217.296893239,-0.029848638584,0.3911,0.5648,0.6332,0.87
222.209672573,-0.747842123817,0.3967,0.0892,14.1667,0.48
216.668123806,0.558569209413,0.0981,0.0369,15.2216,0.78
219.92757789,2.68266510266,0.1328,-0.3141,14.7717,0.25
212.597720498,-0.047299302062,0.1186,-0.306,13.8281,0.82
218.47495125,1.23361280225,0.4165,-0.2789,13.1434,0.19
220.362690882,-0.350897847383,0.0325,-0.0372,15.51,0.25
222.621616334,-2.15743126673,0.086,-0.4955,13.4806,0.39
216.333650668,-0.934066852007,-0.1501,0.3669,2.8408,0.73
221.220712813,-1.37618325272,0.5826,-0.1951,7.824,0.35
215.128846006,-2.86551168252,0.1416,0.0148,6.0437,0.67
213.518886509,0.519952139409,-0.1468,-0.0926,14.857,0.3
221.190056058,-1.26319161984,0.2888,-0.3451,14.1257,0.57
216.586931411,-0.808451023268,-0.5904,-0.5203,3.9198,1.18
218.269480058,2.52034261502,0.0889,0.2825,15.4114,0.29
211.89989798,-0.406255589298,0.1384,-0.0627,11.0479,0.17
210.993530276,1.48432545311,-0.4522,0.2505,14.1146,0.6
210.632762761,0.207150815486,0.0815,0.2821,1.3555,1.06
221.40253339,2.17210985261,-0.1961,-0.2557,9.8108,1.3
211.202268,0.510785398172,-0.3374,-0.1416,2.1499,0.7
222.68802838,-2.93476528665,0.4918,0.1689,8.9406,0.93
217.290487557,-2.38887161139,0.1901,0.1927,3.9763,0.75
224.108198148,1.82194811459,0.1478,-0.1678,9.9902,1.3
216.54930637,1.26102534581,0.152,-0.2959,14.4177,0.66
211.213067685,2.16944183407,-0.534,-0.0843,9.109,0.74
212.902101148,-1.8631283276,-0.1374,0.1451,12.2935,0.14
223.274643686,-2.85028570905,0.5318,-0.387,13.9372,0.12
221.411340187,2.89359535541,0.1874,0.2229,6.5292,0.57
224.681119816,-0.064804556746,0.4126,0.4877,11.7857,1.21
212.296228634,-2.56322822988,-0.1074,0.2036,15.5051,0.46
211.402590651,2.46530483401,-0.3079,-0.208,0.6392,0.13
218.007060185,-0.866131320748,-0.071,-0.4444,14.9041,0.42
212.018694489,0.7493730124,-0.192,-0.0542,0.2702,1.32
210.935324636,0.252959131528,-0.3217,-0.4358,0.9697,0.79
224.107927863,0.656309247402,-0.327,0.4102,8.1935,0.15
214.952716705,-2.91574559602,0.569,-0.0596,2.6505,1.29
212.68399183,2.11732871528,-0.1013,-0.2182,14.6381,0.47
215.447742691,0.900475839617,0.482,0.3039,3.3499,0.18
211.68535496,-2.88207698495,-0.3196,0.0399,5.9477,0.6
224.901690152,2.71708681464,0.4642,0.5081,14.5691,0.12
211.195008169,0.516658676571,-0.1506,-0.6314,14.7779,0.67
217.267823463,2.67267345224,0.4114,-0.1799,6.4319,0.33
221.539614519,-1.05347023336,0.2513,-0.2966,14.8168,0.25
212.477289168,-2.63360684771,-0.1862,0.1899,8.6576,1.06
220.962448793,0.087094322693,-0.6131,0.1104,13.8679,0.19
217.604578444,-2.80509727835,0.0618,0.1451,15.499,0.55
216.166612235,-0.723713479261,-0.1627,0.115,13.4347,0.11
223.363389668,-0.060235705277,0.4291,0.2333,10.7726,0.15
224.181175307,1.68298915146,-0.2762,-0.0666,15.4382,0.33
219.353073116,-1.75891640108,0.0183,0.1041,13.4521,0.79
219.416696774,1.13169323038,0.6181,-0.3066,0.7658,0.65
223.736921632,0.221164341158,-0.0882,0.4212,15.4599,0.44
217.682691335,2.65719479012,0.3706,0.5766,14.8089,0.3
217.636792708,0.808672755831,-0.6519,-0.2546,7.9737,0.19
221.447527051,-1.40564907339,0.4968,0.6236,15.2792,0.29
218.767728363,-0.252493906965,0.2152,0.0011,15.4128,0.3
223.023728103,-2.82664843786,0.0187,-0.0155,15.563,0.31
217.150998202,0.631744385846,-0.1443,0.4002,12.554,0.3
214.623109935,0.3210425694,-0.5751,-0.1236,10.4658,0.3
213.031699586,-2.07262760937,-0.054,-0.5386,5.3264,0.98
210.515477421,-1.54597478974,-0.0507,-0.0533,10.8396,0.27
220.285412755,0.586120628812,-0.1676,0.0546,15.4548,0.11
217.063542953,0.015230051186,0.1527,-0.0054,13.7679,0.57
222.487350213,-2.43271575884,0.5401,-0.0247,14.2278,0.46
219.236924038,-1.78378938305,-0.1679,0.3772,15.442,0.48
212.203770062,-0.989243940852,0.2689,0.4186,12.1276,0.38
217.284418318,-1.88615495191,0.4777,-0.4048,0.6638,0.15
220.031845529,-0.182639742601,-0.0254,0.5196,0.2925,0.57
211.099882675,-1.99500951062,0.1454,0.5122,0.0458,0.33
210.793531348,1.08652329073,-0.3427,-0.324,0.0886,0.66
220.17826182,-2.15945844009,0.0356,-0.0314,13.4329,0.72
218.727554424,2.76123474709,-0.4011,0.5283,14.3228,0.33
222.670994362,-1.29750471822,0.0792,0.1843,6.499,0.18
216.064808796,-0.401316134104,0.3966,-0.108,14.3348,0.11
211.808958232,-0.23292540376,0.167,-0.0968,15.1818,0.52
210.344066032,2.74745663105,0.236,0.1069,14.1371,0.33
221.482044859,-2.78490372681,-0.1148,0.0452,14.9477,0.45
217.916221104,2.50672299079,0.0584,0.0637,15.5089,0.67
214.255693408,-1.04542664858,-0.6341,0.4237,4.669,0.74
211.072887974,-2.74428382887,-0.0005,-0.0138,14.7482,0.43
220.949125927,2.12810801828,0.4163,0.2305,1.5671,0.27
224.13564542,-0.049981926845,-0.4742,0.0397,3.6995,0.78
217.832529733,-1.69854224578,-0.4436,0.1918,6.1691,0.68
217.040415573,0.348704440386,-0.5312,-0.3726,6.5514,0.1
221.222074862,-1.1139058659,-0.1948,-0.1342,5.055,0.76
215.029016407,1.70965883245,0.0063,-0.0499,14.9841,0.32
216.268941772,1.62960457653,-0.1757,-0.0798,11.6571,0.73
219.397148806,1.33561777056,-0.2138,-0.333,3.9358,0.9
219.977163902,-1.37751835826,-0.2947,0.6576,4.3089,1.1
222.391649056,-1.4814920741,-0.0902,-0.083,14.7074,0.39
218.448085003,-1.58808607646,0.3741,-0.2911,7.7313,0.64
220.873874423,2.24599182049,0.0343,-0.2717,11.3951,0.59
224.96927688,-0.941830417655,-0.0136,-0.0028,0.2749,0.6
220.957832825,2.64373032168,-0.2602,-0.5237,6.3185,1.18
222.05222577,-0.788815672997,0.1768,-0.1473,8.6942,0.17
222.948799726,0.729728439299,0.5339,0.1798,4.0231,0.5
214.481424546,2.84079732215,0.0119,-0.6039,1.9928,1.3
216.871779097,1.78975346062,-0.02,0.0595,15.563,0.3
218.000025809,0.508009478802,-0.35,-0.0045,0.9087,1.36
217.614465348,-0.663499159351,0.2196,-0.5667,15.3577,0.61
217.853186049,-2.56443075373,-0.0579,0.191,13.7533,0.39
218.026521678,0.823054346229,-0.0343,-0.253,15.2839,0.3
219.486980681,-1.24376578314,-0.2648,0.3496,1.2499,0.14
224.830213887,0.035591526069,-0.4848,-0.3957,15.1676,0.29
222.241550722,-0.10104898555,0.5652,0.0796,15.1294,0.63
219.128531188,1.60369137345,-0.5302,0.2706,0.2028,1.2
211.002320222,-2.53626063629,0.3008,-0.232,14.39,0.55
211.927603503,2.39841800076,0.0289,0.4548,11.6309,1.06
220.208731261,2.01574428492,-0.1868,-0.5409,2.4725,0.71
213.126131181,-1.93213826067,0.0034,0.1003,15.0067,0.72
219.565620448,-2.26264741411,0.1554,-0.4802,5.5628,0.75
216.845602588,1.35000346802,0.5247,-0.0024,13.0987,0.73
214.280060419,-0.696900889899,-0.0811,0.0062,8.7846,0.89
213.536510223,2.53569466011,0.319,0.0325,2.6091,0.22
212.617856063,-0.799581076238,0.6622,0.0438,15.2111,0.16
214.246408381,-0.501313332484,-0.3271,-0.5318,0.9693,0.39
217.344030779,2.4961070935,-0.401,-0.1887,0.8437,0.63
220.598470798,0.444761060537,-0.6147,-0.2859,4.378,0.55
217.402059157,1.20871425279,0.0561,-0.1179,13.4325,0.14
219.054515918,-2.08571175323,-0.1776,-0.2366,15.0735,0.69
217.669562248,-0.241867366448,-0.483,-0.3976,11.375,0.26
219.776494883,-0.080289849935,0.2079,0.4803,3.8143,0.83
211.063546455,1.0342354524,-0.1256,-0.2117,0.222,0.12
212.905177335,1.47455486308,0.4963,-0.0398,2.7198,0.35
222.614825123,1.67992006257,-0.1422,0.1353,2.1568,0.85
222.36943969,-0.572342631452,0.4801,0.1184,6.7885,1.3
224.813624615,-2.77679968963,0.1366,0.1275,14.0226,0.3
220.690808807,-1.04665747596,-0.2882,-0.0138,7.2555,0.45
221.029061564,1.55476374194,-0.1378,0.6696,3.148,0.31
223.66853021,-1.57994653945,0.0937,-0.3511,8.9054,1.09
214.634552877,1.41287201261,-0.082,-0.1782,14.765,0.76
215.190376138,-1.4968782238,-0.2239,0.2021,15.2261,0.32
219.5391169,0.19583315837,-0.6119,-0.0098,1.6749,0.87
213.082930366,1.42821735005,0.4384,-0.1876,11.8797,0.79
210.288488942,2.87423339499,0.0243,-0.155,7.1778,0.55
210.783733233,-1.04231542248,-0.3706,-0.2197,5.8447,0.52
214.16961257,1.39239456566,0.0587,-0.3546,0.1622,0.72
215.797801195,1.31349283326,-0.0539,0.038,13.6939,1.03
218.198556306,1.4969603022,-0.3425,-0.594,15.5629,0.24
221.974326849,2.81105534276,0.0135,-0.0412,15.4391,0.44
219.152057083,-0.26895930068,0.1006,0.1352,14.2508,0.07
214.778265211,1.11123994617,-0.4781,-0.1454,0.2924,0.3
217.070285601,-0.436955286806,0.0504,-0.6388,10.4808,0.82
223.658186776,0.316543700513,0.3793,0.0264,15.1787,0.39
221.070444659,1.22076282029,0.4679,0.021,4.1137,0.8
217.994940811,-2.92418574024,-0.3142,0.3674,14.2038,0.24
222.515944833,-2.84913773081,0.4074,0.0265,15.1601,0.23
214.271575935,1.59930098963,0.1983,-0.6448,12.4969,0.63
